task_index	model_index	model_label	mass_factor	envelope_dust_mass_msun	cavity_tag	requested_half_opening_deg	cavity_h0_token	cavity_r0_token	cavity_exponent_token	emptied_polar_center_rows	envelope_amax_um	envelope_size_exponent	envelope_ice_fraction	inclination_deg	mdot_token	execution_anchor_index	anchor_ordinal	anchor_tag	region	bin_index	wavelength_um	wavelength_token	instrument	boundary_compromise	spatial_config	zoom_token	nx	ny	expected_fov_au	expected_pixel_au	expected_cdelt_deg	psf_fwhm_arcsec	wavelength_file	wavelength_file_sha256	seed	sed_photons	parameter	parameter_sha256	temperature_task_index	temperature_workdir	task_workdir
323	35	m2p75_c15p0_a0p40_q3p00_i0p05	2.75	0.000275	c15p0	15.0	373.205080756888	100	1.0	2	0.40	3.00	0.05	70.0	7.3011756855e-08	8	9	w009	window_27p5	334	27.513091575690556	27.513091575690556	MIRI	false	zoom_n1201	3.9933471945199667	1201	1201	1502.4989583259237	1.2510399319949406	2.4822220872915486e-06	1.0139320219977885	jwst_mcfost/runs/strict_continuum_cavity_mass_q_v1/anchors/w009/strict_continuum_anchor.lambda	41fd9d2d54ef93ed35fec02dd7d1d9a393b88e9fcc443fc088d958a549ab4723	41001	128000	jwst_mcfost/runs/strict_continuum_cavity_mass_q_v1/models/m2p75_c15p0_a0p40_q3p00_i0p05/disk_envelope_m2p75_c15p0_a0p40_q3p00_i0p05_rt.para	6b2099340c5f53fb19f052cd8a4b4a8067be0895c443c09d399997e0a0df40bb	35	jwst_mcfost/runs/strict_continuum_cavity_mass_q_v1/models/m2p75_c15p0_a0p40_q3p00_i0p05/temperature	jwst_mcfost/runs/strict_continuum_cavity_mass_q_v1/rt_tasks/t323_m2p75_c15p0_a0p40_q3p00_i0p05_w009
324	36	m2p75_c17p5_a0p40_q3p00_i0p05	2.75	0.000275	c17p5	17.5	317.159480236321	100	1.0	3	0.40	3.00	0.05	70.0	7.3011756855e-08	0	1	w001	near_ir_short	21	1.2028117593024095	1.2028117593024095	NIRSpec	false	full_n2401	1	2401	2401	6000	2.4989587671803415	4.9582515221832172e-06	0.039692788056979511	jwst_mcfost/runs/strict_continuum_cavity_mass_q_v1/anchors/w001/strict_continuum_anchor.lambda	3a4c05f3e67c2a1c93b19eb17fbfc715bf9582d86bbc727fc0416e86fc3bcfdb	41001	128000	jwst_mcfost/runs/strict_continuum_cavity_mass_q_v1/models/m2p75_c17p5_a0p40_q3p00_i0p05/disk_envelope_m2p75_c17p5_a0p40_q3p00_i0p05_rt.para	6b2099340c5f53fb19f052cd8a4b4a8067be0895c443c09d399997e0a0df40bb	36	jwst_mcfost/runs/strict_continuum_cavity_mass_q_v1/models/m2p75_c17p5_a0p40_q3p00_i0p05/temperature	jwst_mcfost/runs/strict_continuum_cavity_mass_q_v1/rt_tasks/t324_m2p75_c17p5_a0p40_q3p00_i0p05_w001
325	36	m2p75_c17p5_a0p40_q3p00_i0p05	2.75	0.000275	c17p5	17.5	317.159480236321	100	1.0	3	0.40	3.00	0.05	70.0	7.3011756855e-08	1	2	w002	near_ir_short	43	1.4987957445436022	1.4987957445436022	NIRSpec	false	full_n2401	1	2401	2401	6000	2.4989587671803415	4.9582515221832172e-06	0.049460259569938873	jwst_mcfost/runs/strict_continuum_cavity_mass_q_v1/anchors/w002/strict_continuum_anchor.lambda	7c9f0b769ebc9634e2a3203ac84f4fbc00b323b2ba59b01aed9c107319f2ee5f	41001	128000	jwst_mcfost/runs/strict_continuum_cavity_mass_q_v1/models/m2p75_c17p5_a0p40_q3p00_i0p05/disk_envelope_m2p75_c17p5_a0p40_q3p00_i0p05_rt.para	6b2099340c5f53fb19f052cd8a4b4a8067be0895c443c09d399997e0a0df40bb	36	jwst_mcfost/runs/strict_continuum_cavity_mass_q_v1/models/m2p75_c17p5_a0p40_q3p00_i0p05/temperature	jwst_mcfost/runs/strict_continuum_cavity_mass_q_v1/rt_tasks/t325_m2p75_c17p5_a0p40_q3p00_i0p05_w002
326	36	m2p75_c17p5_a0p40_q3p00_i0p05	2.75	0.000275	c17p5	17.5	317.159480236321	100	1.0	3	0.40	3.00	0.05	70.0	7.3011756855e-08	2	3	w003	near_ir_rise	59	1.7588530996181813	1.7588530996181813	NIRSpec	false	full_n2401	1	2401	2401	6000	2.4989587671803415	4.9582515221832172e-06	0.058042152287399985	jwst_mcfost/runs/strict_continuum_cavity_mass_q_v1/anchors/w003/strict_continuum_anchor.lambda	ca23ebfe8f0349583e11ddd47bbd4cca509749dd6ae81b3fe7eb58a679cdd3b2	41001	128000	jwst_mcfost/runs/strict_continuum_cavity_mass_q_v1/models/m2p75_c17p5_a0p40_q3p00_i0p05/disk_envelope_m2p75_c17p5_a0p40_q3p00_i0p05_rt.para	6b2099340c5f53fb19f052cd8a4b4a8067be0895c443c09d399997e0a0df40bb	36	jwst_mcfost/runs/strict_continuum_cavity_mass_q_v1/models/m2p75_c17p5_a0p40_q3p00_i0p05/temperature	jwst_mcfost/runs/strict_continuum_cavity_mass_q_v1/rt_tasks/t326_m2p75_c17p5_a0p40_q3p00_i0p05_w003
327	36	m2p75_c17p5_a0p40_q3p00_i0p05	2.75	0.000275	c17p5	17.5	317.159480236321	100	1.0	3	0.40	3.00	0.05	70.0	7.3011756855e-08	3	4	w004	near_ir_rise	81	2.1916659199557045	2.1916659199557045	NIRSpec	false	full_n2401	1	2401	2401	6000	2.4989587671803415	4.9582515221832172e-06	0.072324975358538254	jwst_mcfost/runs/strict_continuum_cavity_mass_q_v1/anchors/w004/strict_continuum_anchor.lambda	9605b60fa355a7a0a695ed93588c2e13ae03a474ff5df9fa6d55609f7e399107	41001	128000	jwst_mcfost/runs/strict_continuum_cavity_mass_q_v1/models/m2p75_c17p5_a0p40_q3p00_i0p05/disk_envelope_m2p75_c17p5_a0p40_q3p00_i0p05_rt.para	6b2099340c5f53fb19f052cd8a4b4a8067be0895c443c09d399997e0a0df40bb	36	jwst_mcfost/runs/strict_continuum_cavity_mass_q_v1/models/m2p75_c17p5_a0p40_q3p00_i0p05/temperature	jwst_mcfost/runs/strict_continuum_cavity_mass_q_v1/rt_tasks/t327_m2p75_c17p5_a0p40_q3p00_i0p05_w004
328	36	m2p75_c17p5_a0p40_q3p00_i0p05	2.75	0.000275	c17p5	17.5	317.159480236321	100	1.0	3	0.40	3.00	0.05	70.0	7.3011756855e-08	4	5	w005	near_ir_rise	96	2.546352514425122	2.546352514425122	NIRSpec	true	full_n2401	1	2401	2401	6000	2.4989587671803415	4.9582515221832172e-06	0.084029632976029028	jwst_mcfost/runs/strict_continuum_cavity_mass_q_v1/anchors/w005/strict_continuum_anchor.lambda	9f7b6faedc4a44f32c6ae5b8b39d492d3c9ec0dc73b4dd191c2f6d60af0cd529	41001	128000	jwst_mcfost/runs/strict_continuum_cavity_mass_q_v1/models/m2p75_c17p5_a0p40_q3p00_i0p05/disk_envelope_m2p75_c17p5_a0p40_q3p00_i0p05_rt.para	6b2099340c5f53fb19f052cd8a4b4a8067be0895c443c09d399997e0a0df40bb	36	jwst_mcfost/runs/strict_continuum_cavity_mass_q_v1/models/m2p75_c17p5_a0p40_q3p00_i0p05/temperature	jwst_mcfost/runs/strict_continuum_cavity_mass_q_v1/rt_tasks/t328_m2p75_c17p5_a0p40_q3p00_i0p05_w005
329	36	m2p75_c17p5_a0p40_q3p00_i0p05	2.75	0.000275	c17p5	17.5	317.159480236321	100	1.0	3	0.40	3.00	0.05	70.0	7.3011756855e-08	5	6	w006	window_3p9	139	3.9143995604061015	3.9143995604061015	NIRSpec	true	support_zoom_n2401	1.9975051980918284	2401	2401	3003.7468767198525	1.2510399319949406	2.4822220872915486e-06	0.12917518549340135	jwst_mcfost/runs/strict_continuum_cavity_mass_q_v1/anchors/w006/strict_continuum_anchor.lambda	a1d444714c9de2dd1e9aa1d5669069a1be6dae0324e94c47a0b9c4ab6e1f11d0	41001	128000	jwst_mcfost/runs/strict_continuum_cavity_mass_q_v1/models/m2p75_c17p5_a0p40_q3p00_i0p05/disk_envelope_m2p75_c17p5_a0p40_q3p00_i0p05_rt.para	6b2099340c5f53fb19f052cd8a4b4a8067be0895c443c09d399997e0a0df40bb	36	jwst_mcfost/runs/strict_continuum_cavity_mass_q_v1/models/m2p75_c17p5_a0p40_q3p00_i0p05/temperature	jwst_mcfost/runs/strict_continuum_cavity_mass_q_v1/rt_tasks/t329_m2p75_c17p5_a0p40_q3p00_i0p05_w006
330	36	m2p75_c17p5_a0p40_q3p00_i0p05	2.75	0.000275	c17p5	17.5	317.159480236321	100	1.0	3	0.40	3.00	0.05	70.0	7.3011756855e-08	6	7	w007	window_5p4	171	5.3906283153397085	5.3906283153397085	MIRI	false	support_zoom_n2401	1.9975051980918284	2401	2401	3003.7468767198525	1.2510399319949406	2.4822220872915486e-06	0.28389073440621038	jwst_mcfost/runs/strict_continuum_cavity_mass_q_v1/anchors/w007/strict_continuum_anchor.lambda	2c99cc57bcad833e9a4a9cfca63390c89d9538a1049959460c43c1c449c61679	41001	128000	jwst_mcfost/runs/strict_continuum_cavity_mass_q_v1/models/m2p75_c17p5_a0p40_q3p00_i0p05/disk_envelope_m2p75_c17p5_a0p40_q3p00_i0p05_rt.para	6b2099340c5f53fb19f052cd8a4b4a8067be0895c443c09d399997e0a0df40bb	36	jwst_mcfost/runs/strict_continuum_cavity_mass_q_v1/models/m2p75_c17p5_a0p40_q3p00_i0p05/temperature	jwst_mcfost/runs/strict_continuum_cavity_mass_q_v1/rt_tasks/t330_m2p75_c17p5_a0p40_q3p00_i0p05_w007
331	36	m2p75_c17p5_a0p40_q3p00_i0p05	2.75	0.000275	c17p5	17.5	317.159480236321	100	1.0	3	0.40	3.00	0.05	70.0	7.3011756855e-08	7	8	w008	window_13p8	265	13.799908320389276	13.799908320389276	MIRI	false	zoom_n1201	3.9933471945199667	1201	1201	1502.4989583259237	1.2510399319949406	2.4822220872915486e-06	0.5613969745728461	jwst_mcfost/runs/strict_continuum_cavity_mass_q_v1/anchors/w008/strict_continuum_anchor.lambda	6095ab5c3fa56c0623b01f21835d7c8f1fba5d60d5f1f03735e495109c6381d3	41001	128000	jwst_mcfost/runs/strict_continuum_cavity_mass_q_v1/models/m2p75_c17p5_a0p40_q3p00_i0p05/disk_envelope_m2p75_c17p5_a0p40_q3p00_i0p05_rt.para	6b2099340c5f53fb19f052cd8a4b4a8067be0895c443c09d399997e0a0df40bb	36	jwst_mcfost/runs/strict_continuum_cavity_mass_q_v1/models/m2p75_c17p5_a0p40_q3p00_i0p05/temperature	jwst_mcfost/runs/strict_continuum_cavity_mass_q_v1/rt_tasks/t331_m2p75_c17p5_a0p40_q3p00_i0p05_w008
332	36	m2p75_c17p5_a0p40_q3p00_i0p05	2.75	0.000275	c17p5	17.5	317.159480236321	100	1.0	3	0.40	3.00	0.05	70.0	7.3011756855e-08	8	9	w009	window_27p5	334	27.513091575690556	27.513091575690556	MIRI	false	zoom_n1201	3.9933471945199667	1201	1201	1502.4989583259237	1.2510399319949406	2.4822220872915486e-06	1.0139320219977885	jwst_mcfost/runs/strict_continuum_cavity_mass_q_v1/anchors/w009/strict_continuum_anchor.lambda	41fd9d2d54ef93ed35fec02dd7d1d9a393b88e9fcc443fc088d958a549ab4723	41001	128000	jwst_mcfost/runs/strict_continuum_cavity_mass_q_v1/models/m2p75_c17p5_a0p40_q3p00_i0p05/disk_envelope_m2p75_c17p5_a0p40_q3p00_i0p05_rt.para	6b2099340c5f53fb19f052cd8a4b4a8067be0895c443c09d399997e0a0df40bb	36	jwst_mcfost/runs/strict_continuum_cavity_mass_q_v1/models/m2p75_c17p5_a0p40_q3p00_i0p05/temperature	jwst_mcfost/runs/strict_continuum_cavity_mass_q_v1/rt_tasks/t332_m2p75_c17p5_a0p40_q3p00_i0p05_w009
333	37	m2p75_c20p0_a0p40_q3p00_i0p05	2.75	0.000275	c20p0	20.0	274.7	100	1.0	4	0.40	3.00	0.05	70.0	7.3011756855e-08	0	1	w001	near_ir_short	21	1.2028117593024095	1.2028117593024095	NIRSpec	false	full_n2401	1	2401	2401	6000	2.4989587671803415	4.9582515221832172e-06	0.039692788056979511	jwst_mcfost/runs/strict_continuum_cavity_mass_q_v1/anchors/w001/strict_continuum_anchor.lambda	3a4c05f3e67c2a1c93b19eb17fbfc715bf9582d86bbc727fc0416e86fc3bcfdb	41001	128000	jwst_mcfost/runs/strict_continuum_cavity_mass_q_v1/models/m2p75_c20p0_a0p40_q3p00_i0p05/disk_envelope_m2p75_c20p0_a0p40_q3p00_i0p05_rt.para	6b2099340c5f53fb19f052cd8a4b4a8067be0895c443c09d399997e0a0df40bb	37	jwst_mcfost/runs/strict_continuum_cavity_mass_q_v1/models/m2p75_c20p0_a0p40_q3p00_i0p05/temperature	jwst_mcfost/runs/strict_continuum_cavity_mass_q_v1/rt_tasks/t333_m2p75_c20p0_a0p40_q3p00_i0p05_w001
334	37	m2p75_c20p0_a0p40_q3p00_i0p05	2.75	0.000275	c20p0	20.0	274.7	100	1.0	4	0.40	3.00	0.05	70.0	7.3011756855e-08	1	2	w002	near_ir_short	43	1.4987957445436022	1.4987957445436022	NIRSpec	false	full_n2401	1	2401	2401	6000	2.4989587671803415	4.9582515221832172e-06	0.049460259569938873	jwst_mcfost/runs/strict_continuum_cavity_mass_q_v1/anchors/w002/strict_continuum_anchor.lambda	7c9f0b769ebc9634e2a3203ac84f4fbc00b323b2ba59b01aed9c107319f2ee5f	41001	128000	jwst_mcfost/runs/strict_continuum_cavity_mass_q_v1/models/m2p75_c20p0_a0p40_q3p00_i0p05/disk_envelope_m2p75_c20p0_a0p40_q3p00_i0p05_rt.para	6b2099340c5f53fb19f052cd8a4b4a8067be0895c443c09d399997e0a0df40bb	37	jwst_mcfost/runs/strict_continuum_cavity_mass_q_v1/models/m2p75_c20p0_a0p40_q3p00_i0p05/temperature	jwst_mcfost/runs/strict_continuum_cavity_mass_q_v1/rt_tasks/t334_m2p75_c20p0_a0p40_q3p00_i0p05_w002
335	37	m2p75_c20p0_a0p40_q3p00_i0p05	2.75	0.000275	c20p0	20.0	274.7	100	1.0	4	0.40	3.00	0.05	70.0	7.3011756855e-08	2	3	w003	near_ir_rise	59	1.7588530996181813	1.7588530996181813	NIRSpec	false	full_n2401	1	2401	2401	6000	2.4989587671803415	4.9582515221832172e-06	0.058042152287399985	jwst_mcfost/runs/strict_continuum_cavity_mass_q_v1/anchors/w003/strict_continuum_anchor.lambda	ca23ebfe8f0349583e11ddd47bbd4cca509749dd6ae81b3fe7eb58a679cdd3b2	41001	128000	jwst_mcfost/runs/strict_continuum_cavity_mass_q_v1/models/m2p75_c20p0_a0p40_q3p00_i0p05/disk_envelope_m2p75_c20p0_a0p40_q3p00_i0p05_rt.para	6b2099340c5f53fb19f052cd8a4b4a8067be0895c443c09d399997e0a0df40bb	37	jwst_mcfost/runs/strict_continuum_cavity_mass_q_v1/models/m2p75_c20p0_a0p40_q3p00_i0p05/temperature	jwst_mcfost/runs/strict_continuum_cavity_mass_q_v1/rt_tasks/t335_m2p75_c20p0_a0p40_q3p00_i0p05_w003
336	37	m2p75_c20p0_a0p40_q3p00_i0p05	2.75	0.000275	c20p0	20.0	274.7	100	1.0	4	0.40	3.00	0.05	70.0	7.3011756855e-08	3	4	w004	near_ir_rise	81	2.1916659199557045	2.1916659199557045	NIRSpec	false	full_n2401	1	2401	2401	6000	2.4989587671803415	4.9582515221832172e-06	0.072324975358538254	jwst_mcfost/runs/strict_continuum_cavity_mass_q_v1/anchors/w004/strict_continuum_anchor.lambda	9605b60fa355a7a0a695ed93588c2e13ae03a474ff5df9fa6d55609f7e399107	41001	128000	jwst_mcfost/runs/strict_continuum_cavity_mass_q_v1/models/m2p75_c20p0_a0p40_q3p00_i0p05/disk_envelope_m2p75_c20p0_a0p40_q3p00_i0p05_rt.para	6b2099340c5f53fb19f052cd8a4b4a8067be0895c443c09d399997e0a0df40bb	37	jwst_mcfost/runs/strict_continuum_cavity_mass_q_v1/models/m2p75_c20p0_a0p40_q3p00_i0p05/temperature	jwst_mcfost/runs/strict_continuum_cavity_mass_q_v1/rt_tasks/t336_m2p75_c20p0_a0p40_q3p00_i0p05_w004
337	37	m2p75_c20p0_a0p40_q3p00_i0p05	2.75	0.000275	c20p0	20.0	274.7	100	1.0	4	0.40	3.00	0.05	70.0	7.3011756855e-08	4	5	w005	near_ir_rise	96	2.546352514425122	2.546352514425122	NIRSpec	true	full_n2401	1	2401	2401	6000	2.4989587671803415	4.9582515221832172e-06	0.084029632976029028	jwst_mcfost/runs/strict_continuum_cavity_mass_q_v1/anchors/w005/strict_continuum_anchor.lambda	9f7b6faedc4a44f32c6ae5b8b39d492d3c9ec0dc73b4dd191c2f6d60af0cd529	41001	128000	jwst_mcfost/runs/strict_continuum_cavity_mass_q_v1/models/m2p75_c20p0_a0p40_q3p00_i0p05/disk_envelope_m2p75_c20p0_a0p40_q3p00_i0p05_rt.para	6b2099340c5f53fb19f052cd8a4b4a8067be0895c443c09d399997e0a0df40bb	37	jwst_mcfost/runs/strict_continuum_cavity_mass_q_v1/models/m2p75_c20p0_a0p40_q3p00_i0p05/temperature	jwst_mcfost/runs/strict_continuum_cavity_mass_q_v1/rt_tasks/t337_m2p75_c20p0_a0p40_q3p00_i0p05_w005
338	37	m2p75_c20p0_a0p40_q3p00_i0p05	2.75	0.000275	c20p0	20.0	274.7	100	1.0	4	0.40	3.00	0.05	70.0	7.3011756855e-08	5	6	w006	window_3p9	139	3.9143995604061015	3.9143995604061015	NIRSpec	true	support_zoom_n2401	1.9975051980918284	2401	2401	3003.7468767198525	1.2510399319949406	2.4822220872915486e-06	0.12917518549340135	jwst_mcfost/runs/strict_continuum_cavity_mass_q_v1/anchors/w006/strict_continuum_anchor.lambda	a1d444714c9de2dd1e9aa1d5669069a1be6dae0324e94c47a0b9c4ab6e1f11d0	41001	128000	jwst_mcfost/runs/strict_continuum_cavity_mass_q_v1/models/m2p75_c20p0_a0p40_q3p00_i0p05/disk_envelope_m2p75_c20p0_a0p40_q3p00_i0p05_rt.para	6b2099340c5f53fb19f052cd8a4b4a8067be0895c443c09d399997e0a0df40bb	37	jwst_mcfost/runs/strict_continuum_cavity_mass_q_v1/models/m2p75_c20p0_a0p40_q3p00_i0p05/temperature	jwst_mcfost/runs/strict_continuum_cavity_mass_q_v1/rt_tasks/t338_m2p75_c20p0_a0p40_q3p00_i0p05_w006
339	37	m2p75_c20p0_a0p40_q3p00_i0p05	2.75	0.000275	c20p0	20.0	274.7	100	1.0	4	0.40	3.00	0.05	70.0	7.3011756855e-08	6	7	w007	window_5p4	171	5.3906283153397085	5.3906283153397085	MIRI	false	support_zoom_n2401	1.9975051980918284	2401	2401	3003.7468767198525	1.2510399319949406	2.4822220872915486e-06	0.28389073440621038	jwst_mcfost/runs/strict_continuum_cavity_mass_q_v1/anchors/w007/strict_continuum_anchor.lambda	2c99cc57bcad833e9a4a9cfca63390c89d9538a1049959460c43c1c449c61679	41001	128000	jwst_mcfost/runs/strict_continuum_cavity_mass_q_v1/models/m2p75_c20p0_a0p40_q3p00_i0p05/disk_envelope_m2p75_c20p0_a0p40_q3p00_i0p05_rt.para	6b2099340c5f53fb19f052cd8a4b4a8067be0895c443c09d399997e0a0df40bb	37	jwst_mcfost/runs/strict_continuum_cavity_mass_q_v1/models/m2p75_c20p0_a0p40_q3p00_i0p05/temperature	jwst_mcfost/runs/strict_continuum_cavity_mass_q_v1/rt_tasks/t339_m2p75_c20p0_a0p40_q3p00_i0p05_w007
340	37	m2p75_c20p0_a0p40_q3p00_i0p05	2.75	0.000275	c20p0	20.0	274.7	100	1.0	4	0.40	3.00	0.05	70.0	7.3011756855e-08	7	8	w008	window_13p8	265	13.799908320389276	13.799908320389276	MIRI	false	zoom_n1201	3.9933471945199667	1201	1201	1502.4989583259237	1.2510399319949406	2.4822220872915486e-06	0.5613969745728461	jwst_mcfost/runs/strict_continuum_cavity_mass_q_v1/anchors/w008/strict_continuum_anchor.lambda	6095ab5c3fa56c0623b01f21835d7c8f1fba5d60d5f1f03735e495109c6381d3	41001	128000	jwst_mcfost/runs/strict_continuum_cavity_mass_q_v1/models/m2p75_c20p0_a0p40_q3p00_i0p05/disk_envelope_m2p75_c20p0_a0p40_q3p00_i0p05_rt.para	6b2099340c5f53fb19f052cd8a4b4a8067be0895c443c09d399997e0a0df40bb	37	jwst_mcfost/runs/strict_continuum_cavity_mass_q_v1/models/m2p75_c20p0_a0p40_q3p00_i0p05/temperature	jwst_mcfost/runs/strict_continuum_cavity_mass_q_v1/rt_tasks/t340_m2p75_c20p0_a0p40_q3p00_i0p05_w008
341	37	m2p75_c20p0_a0p40_q3p00_i0p05	2.75	0.000275	c20p0	20.0	274.7	100	1.0	4	0.40	3.00	0.05	70.0	7.3011756855e-08	8	9	w009	window_27p5	334	27.513091575690556	27.513091575690556	MIRI	false	zoom_n1201	3.9933471945199667	1201	1201	1502.4989583259237	1.2510399319949406	2.4822220872915486e-06	1.0139320219977885	jwst_mcfost/runs/strict_continuum_cavity_mass_q_v1/anchors/w009/strict_continuum_anchor.lambda	41fd9d2d54ef93ed35fec02dd7d1d9a393b88e9fcc443fc088d958a549ab4723	41001	128000	jwst_mcfost/runs/strict_continuum_cavity_mass_q_v1/models/m2p75_c20p0_a0p40_q3p00_i0p05/disk_envelope_m2p75_c20p0_a0p40_q3p00_i0p05_rt.para	6b2099340c5f53fb19f052cd8a4b4a8067be0895c443c09d399997e0a0df40bb	37	jwst_mcfost/runs/strict_continuum_cavity_mass_q_v1/models/m2p75_c20p0_a0p40_q3p00_i0p05/temperature	jwst_mcfost/runs/strict_continuum_cavity_mass_q_v1/rt_tasks/t341_m2p75_c20p0_a0p40_q3p00_i0p05_w009
342	38	m2p75_c22p0_a0p40_q3p00_i0p05	2.75	0.000275	c22p0	22.0	247.508685341630	100	1.0	5	0.40	3.00	0.05	70.0	7.3011756855e-08	0	1	w001	near_ir_short	21	1.2028117593024095	1.2028117593024095	NIRSpec	false	full_n2401	1	2401	2401	6000	2.4989587671803415	4.9582515221832172e-06	0.039692788056979511	jwst_mcfost/runs/strict_continuum_cavity_mass_q_v1/anchors/w001/strict_continuum_anchor.lambda	3a4c05f3e67c2a1c93b19eb17fbfc715bf9582d86bbc727fc0416e86fc3bcfdb	41001	128000	jwst_mcfost/runs/strict_continuum_cavity_mass_q_v1/models/m2p75_c22p0_a0p40_q3p00_i0p05/disk_envelope_m2p75_c22p0_a0p40_q3p00_i0p05_rt.para	6b2099340c5f53fb19f052cd8a4b4a8067be0895c443c09d399997e0a0df40bb	38	jwst_mcfost/runs/strict_continuum_cavity_mass_q_v1/models/m2p75_c22p0_a0p40_q3p00_i0p05/temperature	jwst_mcfost/runs/strict_continuum_cavity_mass_q_v1/rt_tasks/t342_m2p75_c22p0_a0p40_q3p00_i0p05_w001
343	38	m2p75_c22p0_a0p40_q3p00_i0p05	2.75	0.000275	c22p0	22.0	247.508685341630	100	1.0	5	0.40	3.00	0.05	70.0	7.3011756855e-08	1	2	w002	near_ir_short	43	1.4987957445436022	1.4987957445436022	NIRSpec	false	full_n2401	1	2401	2401	6000	2.4989587671803415	4.9582515221832172e-06	0.049460259569938873	jwst_mcfost/runs/strict_continuum_cavity_mass_q_v1/anchors/w002/strict_continuum_anchor.lambda	7c9f0b769ebc9634e2a3203ac84f4fbc00b323b2ba59b01aed9c107319f2ee5f	41001	128000	jwst_mcfost/runs/strict_continuum_cavity_mass_q_v1/models/m2p75_c22p0_a0p40_q3p00_i0p05/disk_envelope_m2p75_c22p0_a0p40_q3p00_i0p05_rt.para	6b2099340c5f53fb19f052cd8a4b4a8067be0895c443c09d399997e0a0df40bb	38	jwst_mcfost/runs/strict_continuum_cavity_mass_q_v1/models/m2p75_c22p0_a0p40_q3p00_i0p05/temperature	jwst_mcfost/runs/strict_continuum_cavity_mass_q_v1/rt_tasks/t343_m2p75_c22p0_a0p40_q3p00_i0p05_w002
344	38	m2p75_c22p0_a0p40_q3p00_i0p05	2.75	0.000275	c22p0	22.0	247.508685341630	100	1.0	5	0.40	3.00	0.05	70.0	7.3011756855e-08	2	3	w003	near_ir_rise	59	1.7588530996181813	1.7588530996181813	NIRSpec	false	full_n2401	1	2401	2401	6000	2.4989587671803415	4.9582515221832172e-06	0.058042152287399985	jwst_mcfost/runs/strict_continuum_cavity_mass_q_v1/anchors/w003/strict_continuum_anchor.lambda	ca23ebfe8f0349583e11ddd47bbd4cca509749dd6ae81b3fe7eb58a679cdd3b2	41001	128000	jwst_mcfost/runs/strict_continuum_cavity_mass_q_v1/models/m2p75_c22p0_a0p40_q3p00_i0p05/disk_envelope_m2p75_c22p0_a0p40_q3p00_i0p05_rt.para	6b2099340c5f53fb19f052cd8a4b4a8067be0895c443c09d399997e0a0df40bb	38	jwst_mcfost/runs/strict_continuum_cavity_mass_q_v1/models/m2p75_c22p0_a0p40_q3p00_i0p05/temperature	jwst_mcfost/runs/strict_continuum_cavity_mass_q_v1/rt_tasks/t344_m2p75_c22p0_a0p40_q3p00_i0p05_w003
345	38	m2p75_c22p0_a0p40_q3p00_i0p05	2.75	0.000275	c22p0	22.0	247.508685341630	100	1.0	5	0.40	3.00	0.05	70.0	7.3011756855e-08	3	4	w004	near_ir_rise	81	2.1916659199557045	2.1916659199557045	NIRSpec	false	full_n2401	1	2401	2401	6000	2.4989587671803415	4.9582515221832172e-06	0.072324975358538254	jwst_mcfost/runs/strict_continuum_cavity_mass_q_v1/anchors/w004/strict_continuum_anchor.lambda	9605b60fa355a7a0a695ed93588c2e13ae03a474ff5df9fa6d55609f7e399107	41001	128000	jwst_mcfost/runs/strict_continuum_cavity_mass_q_v1/models/m2p75_c22p0_a0p40_q3p00_i0p05/disk_envelope_m2p75_c22p0_a0p40_q3p00_i0p05_rt.para	6b2099340c5f53fb19f052cd8a4b4a8067be0895c443c09d399997e0a0df40bb	38	jwst_mcfost/runs/strict_continuum_cavity_mass_q_v1/models/m2p75_c22p0_a0p40_q3p00_i0p05/temperature	jwst_mcfost/runs/strict_continuum_cavity_mass_q_v1/rt_tasks/t345_m2p75_c22p0_a0p40_q3p00_i0p05_w004
346	38	m2p75_c22p0_a0p40_q3p00_i0p05	2.75	0.000275	c22p0	22.0	247.508685341630	100	1.0	5	0.40	3.00	0.05	70.0	7.3011756855e-08	4	5	w005	near_ir_rise	96	2.546352514425122	2.546352514425122	NIRSpec	true	full_n2401	1	2401	2401	6000	2.4989587671803415	4.9582515221832172e-06	0.084029632976029028	jwst_mcfost/runs/strict_continuum_cavity_mass_q_v1/anchors/w005/strict_continuum_anchor.lambda	9f7b6faedc4a44f32c6ae5b8b39d492d3c9ec0dc73b4dd191c2f6d60af0cd529	41001	128000	jwst_mcfost/runs/strict_continuum_cavity_mass_q_v1/models/m2p75_c22p0_a0p40_q3p00_i0p05/disk_envelope_m2p75_c22p0_a0p40_q3p00_i0p05_rt.para	6b2099340c5f53fb19f052cd8a4b4a8067be0895c443c09d399997e0a0df40bb	38	jwst_mcfost/runs/strict_continuum_cavity_mass_q_v1/models/m2p75_c22p0_a0p40_q3p00_i0p05/temperature	jwst_mcfost/runs/strict_continuum_cavity_mass_q_v1/rt_tasks/t346_m2p75_c22p0_a0p40_q3p00_i0p05_w005
